ID,Mode,Auditory,Gender,Age_1,competence,intelligence,thoughtful,composite_intellect,humanness,novel,unique,composite_novelty,Stimulus,RecommendationFollowed
1017,Auditory-Human,1,2,23,7,7,8,7.333333333,8,6,7,6.5,CreditCard,0
1018,Auditory-Computer,1,1,28,6,4,3,4.333333333,2,2,3,2.5,CreditCard,0
1019,Auditory-Human,1,1,27,4,4,5,4.333333333,7,2,2,2,CreditCard,0
1020,Auditory-Human,1,2,47,5,4,2,3.666666667,1,5,4,4.5,CreditCard,0
1021,Auditory-Computer,1,2,32,9,9,9,9,9,9,9,9,CreditCard,1
1022,Auditory-Human,1,2,32,4,5,5,4.666666667,3,1,1,1,CreditCard,0
1023,Auditory-Computer,1,1,75,5,5,6,5.333333333,4,5,6,5.5,CreditCard,0
1024,Auditory-Human,1,1,22,6,5,6,5.666666667,3,3,6,4.5,CreditCard,0
1025,Visual-Handwritten,0,1,30,8,9,8,8.333333333,8,8,6,7,CreditCard,0
1026,Auditory-Human,1,2,37,5,5,5,5,9,1,1,1,CreditCard,0
1027,Visual-Handwritten,0,1,20,8,9,7,8,9,7,9,8,CreditCard,1
1028,Visual-Handwritten,0,1,19,6,5,5,5.333333333,5,5,5,5,CreditCard,1
1029,Auditory-Computer,1,1,29,6,7,6,6.333333333,3,7,8,7.5,CreditCard,1
1030,Auditory-Human,1,2,20,7,7,7,7,5,1,1,1,CreditCard,1
1031,Visual-Handwritten,0,1,36,6,6,4,5.333333333,8,4,3,3.5,CreditCard,0
1032,Visual-Handwritten,0,2,24,6,6,7,6.333333333,9,8,5,6.5,CreditCard,1
1033,Auditory-Computer,1,2,18,7,7,5,6.333333333,5,9,8,8.5,CreditCard,0
1034,Auditory-Human,1,1,24,9,9,9,9,8,5,5,5,CreditCard,1
1035,Auditory-Computer,1,1,27,7,7,7,7,7,7,5,6,CreditCard,1
1036,Auditory-Computer,1,2,31,6,5,4,5,8,7,6,6.5,CreditCard,0
1037,Visual-Handwritten,0,2,30,8,7,8,7.666666667,8,7,6,6.5,CreditCard,1
1038,Auditory-Computer,1,2,66,6,6,6,6,5,7,7,7,CreditCard,0
1039,Visual-Handwritten,0,2,25,5,4,5,4.666666667,9,9,8,8.5,CreditCard,1
1040,Auditory-Human,1,1,26,5,5,5,5,1,1,1,1,CreditCard,1
1041,Auditory-Human,1,2,20,7,4,7,6,7,4,5,4.5,CreditCard,1
1042,Auditory-Computer,1,1,42,9,9,9,9,1,6,6,6,CreditCard,1
1043,Auditory-Human,1,2,21,3,4,4,3.666666667,6,6,7,6.5,CreditCard,0
1044,Auditory-Computer,1,1,41,3,3,3,3,3,2,2,2,CreditCard,0
1045,Auditory-Human,1,2,20,6,5,5,5.333333333,8,5,4,4.5,CreditCard,0
1046,Visual-Handwritten,0,1,28,6,6,3,5,2,4,4,4,CreditCard,0
1047,Visual-Handwritten,0,2,37,5,5,5,5,4,6,6,6,CreditCard,0
1048,Auditory-Computer,1,2,29,3,2,2,2.333333333,1,3,3,3,CreditCard,0
1049,Visual-Handwritten,0,2,25,8,6,9,7.666666667,9,7,6,6.5,CreditCard,1
1050,Visual-Handwritten,0,2,47,5,5,3,4.333333333,4,2,2,2,CreditCard,0
1051,Visual-Handwritten,0,2,27,9,9,9,9,9,9,8,8.5,CreditCard,1
1052,Auditory-Human,1,2,24,8,6,7,7,7,8,7,7.5,CreditCard,0
1053,Visual-Handwritten,0,2,23,3,2,6,3.666666667,8,3,5,4,CreditCard,1
1054,Auditory-Computer,1,2,60,6,6,5,5.666666667,5,8,8,8,CreditCard,0
1055,Auditory-Computer,1,2,39,6,6,6,6,4,1,1,1,CreditCard,1
1056,Auditory-Computer,1,1,29,6,6,4,5.333333333,1,8,1,4.5,CreditCard,1
1057,Auditory-Human,1,2,28,3,3,2,2.666666667,2,1,1,1,CreditCard,0
1058,Visual-Handwritten,0,3,20,5,5,5,5,5,6,6,6,CreditCard,0
1059,Auditory-Human,1,1,20,7,7,7,7,5,1,1,1,CreditCard,1
1060,Auditory-Human,1,2,47,7,7,7,7,8,9,9,9,CreditCard,1
1061,Auditory-Human,1,2,31,8,9,4,7,9,4,1,2.5,CreditCard,1
1062,Visual-Handwritten,0,1,22,8,9,7,8,9,7,8,7.5,CreditCard,1
1063,Auditory-Computer,1,1,24,8,8,8,8,3,8,7,7.5,CreditCard,1
1064,Visual-Handwritten,0,1,45,7,7,7,7,7,7,7,7,CreditCard,1
1065,Auditory-Human,1,1,33,1,1,1,1,9,1,1,1,CreditCard,0
1066,Auditory-Human,1,2,30,9,9,9,9,9,9,9,9,CreditCard,1
1067,Visual-Handwritten,0,2,33,6,6,6,6,1,6,6,6,CreditCard,0
1068,Visual-Handwritten,0,1,22,6,5,5,5.333333333,4,6,6,6,CreditCard,1
1069,Visual-Handwritten,0,1,38,5,5,5,5,5,3,3,3,CreditCard,0
1070,Auditory-Computer,1,2,26,5,4,4,4.333333333,5,5,7,6,CreditCard,0
1071,Auditory-Computer,1,1,34,4,5,4,4.333333333,5,7,8,7.5,CreditCard,0
1072,Auditory-Computer,1,2,27,4,4,5,4.333333333,1,1,1,1,CreditCard,0
1073,Visual-Handwritten,0,1,39,5,7,6,6,5,5,5,5,CreditCard,0
1074,Auditory-Computer,1,1,36,5,6,5,5.333333333,8,8,8,8,CreditCard,0
1075,Visual-Handwritten,0,2,58,6,5,5,5.333333333,7,7,8,7.5,CreditCard,0
1076,Visual-Handwritten,0,2,30,6,6,7,6.333333333,3,4,1,2.5,CreditCard,0
1077,Auditory-Human,1,1,20,8,8,9,8.333333333,6,4,3,3.5,CreditCard,1
1078,Auditory-Human,1,1,30,8,7,9,8,8,7,8,7.5,CreditCard,1
1079,Auditory-Human,1,1,47,8,8,8,8,8,8,8,8,CreditCard,1
1080,Auditory-Computer,1,1,20,4,4,3,3.666666667,1,6,5,5.5,CreditCard,0
1081,Auditory-Computer,1,1,22,7,6,7,6.666666667,7,7,4,5.5,CreditCard,1
1082,Auditory-Human,1,2,21,7,5,6,6,5,7,7,7,CreditCard,1
1083,Visual-Handwritten,0,1,25,8,9,8,8.333333333,8,8,9,8.5,CreditCard,1
1084,Visual-Handwritten,0,2,28,7,7,7,7,4,3,3,3,CreditCard,0
1085,Auditory-Computer,1,2,20,5,4,2,3.666666667,8,2,4,3,CreditCard,0
1086,Visual-Handwritten,0,1,49,4,5,5,4.666666667,4,3,3,3,CreditCard,1
1087,Visual-Handwritten,0,1,51,6,5,4,5,9,2,2,2,CreditCard,1
1088,Auditory-Human,1,2,21,2,2,4,2.666666667,8,7,7,7,CreditCard,0
1089,Visual-Handwritten,0,1,22,2,2,2,2,6,6,7,6.5,CreditCard,0
1090,Auditory-Human,1,2,60,8,7,7,7.333333333,4,2,1,1.5,CreditCard,1
1091,Auditory-Computer,1,2,33,5,5,5,5,3,4,6,5,CreditCard,0
1092,Visual-Handwritten,0,2,45,5,5,5,5,1,5,5,5,CreditCard,0
1093,Auditory-Computer,1,1,21,6,7,6,6.333333333,1,8,7,7.5,CreditCard,1
1094,Auditory-Computer,1,1,37,3,4,3,3.333333333,3,1,1,1,CreditCard,0
1095,Auditory-Human,1,1,31,9,9,9,9,8,1,1,1,CreditCard,0
1096,Auditory-Human,1,2,21,5,5,6,5.333333333,9,8,8,8,CreditCard,0
1097,Auditory-Human,1,1,33,8,7,7,7.333333333,8,2,7,4.5,CreditCard,0
1098,Auditory-Computer,1,2,28,7,7,7,7,9,6,7,6.5,CreditCard,1
1099,Auditory-Human,1,1,48,6,6,6,6,5,7,7,7,CreditCard,0
1100,Auditory-Human,1,2,32,7,7,7,7,6,5,5,5,CreditCard,1
1101,Auditory-Computer,1,3,22,9,9,9,9,7,6,4,5,CreditCard,1
1102,Auditory-Human,1,2,24,9,9,9,9,9,9,8,8.5,CreditCard,1
1103,Auditory-Computer,1,1,34,6,3,6,5,9,1,1,1,CreditCard,0
1104,Visual-Handwritten,0,2,20,6,6,6,6,5,7,4,5.5,CreditCard,0
1105,Visual-Handwritten,0,2,31,8,7,6,7,6,7,6,6.5,CreditCard,1
1106,Auditory-Computer,1,2,77,5,5,5,5,2,1,1,1,CreditCard,1
1107,Auditory-Human,1,2,29,5,5,4,4.666666667,4,4,4,4,CreditCard,0
1108,Auditory-Computer,1,2,24,2,3,1,2,1,6,9,7.5,CreditCard,0
1109,Auditory-Computer,1,1,33,6,6,5,5.666666667,8,6,7,6.5,CreditCard,1
1110,Auditory-Human,1,1,25,6,7,4,5.666666667,8,5,5,5,CreditCard,1
1111,Auditory-Human,1,2,23,8,5,4,5.666666667,9,2,4,3,CreditCard,0
1112,Auditory-Computer,1,2,28,8,8,7,7.666666667,8,6,6,6,CreditCard,1
1113,Visual-Handwritten,0,2,24,4,3,3,3.333333333,4,2,2,2,CreditCard,1
1114,Auditory-Computer,1,2,20,3,3,3,3,3,3,3,3,CreditCard,0
1115,Visual-Handwritten,0,3,36,4,5,4,4.333333333,5,1,1,1,CreditCard,0
1116,Auditory-Computer,1,2,72,8,8,9,8.333333333,6,8,8,8,CreditCard,0
1117,Auditory-Human,1,2,45,8,7,7,7.333333333,8,5,5,5,CreditCard,0
1118,Visual-Handwritten,0,2,46,7,9,8,8,2,6,8,7,CreditCard,1
1119,Visual-Handwritten,0,2,21,4,5,2,3.666666667,6,3,1,2,CreditCard,0
1120,Visual-Handwritten,0,2,37,6,6,6,6,5,6,7,6.5,CreditCard,0
1121,Auditory-Computer,1,2,27,9,9,9,9,1,9,9,9,CreditCard,1
1122,Auditory-Computer,1,2,22,8,8,5,7,1,1,4,2.5,CreditCard,1
1123,Auditory-Computer,1,2,24,7,6,3,5.333333333,7,3,3,3,CreditCard,1
1124,Visual-Handwritten,0,1,31,8,8,7,7.666666667,7,7,6,6.5,CreditCard,1
1125,Auditory-Human,1,2,39,7,7,7,7,5,5,4,4.5,CreditCard,0
1126,Auditory-Human,1,2,30,5,5,5,5,9,1,1,1,CreditCard,0
1127,Visual-Handwritten,0,2,29,5,5,7,5.666666667,5,7,7,7,CreditCard,1
1128,Auditory-Human,1,2,25,8,8,8,8,1,8,8,8,CreditCard,1
1129,Visual-Handwritten,0,2,21,7,6,7,6.666666667,5,4,4,4,CreditCard,1
1130,Auditory-Human,1,2,32,9,9,9,9,8,8,9,8.5,CreditCard,1
1131,Auditory-Human,1,1,21,6,5,5,5.333333333,5,1,1,1,CreditCard,1
1132,Visual-Handwritten,0,2,20,3,5,3,3.666666667,8,6,6,6,CreditCard,1
1133,Visual-Handwritten,0,1,35,9,8,7,8,7,8,7,7.5,CreditCard,1
1134,Visual-Handwritten,0,2,34,5,5,5,5,5,6,6,6,CreditCard,0
1135,Auditory-Computer,1,1,18,3,3,5,3.666666667,4,2,1,1.5,CreditCard,0
1136,Auditory-Computer,1,1,30,8,8,8,8,8,7,7,7,CreditCard,1
1137,Auditory-Human,1,2,30,7,7,8,7.333333333,7,7,7,7,CreditCard,1
1138,Visual-Handwritten,0,1,25,6,6,6,6,6,8,8,8,CreditCard,1
1139,Auditory-Computer,1,1,20,5,5,5,5,6,4,4,4,CreditCard,1
1140,Auditory-Computer,1,2,31,5,6,4,5,5,4,4,4,CreditCard,0
1141,Auditory-Human,1,2,18,4,6,6,5.333333333,5,2,2,2,CreditCard,0
1142,Auditory-Computer,1,1,40,9,9,9,9,9,8,9,8.5,CreditCard,1
1143,Auditory-Human,1,2,19,5,5,3,4.333333333,6,2,1,1.5,CreditCard,0
1144,Auditory-Computer,1,1,39,8,8,8,8,7,4,3,3.5,CreditCard,0
1145,Visual-Handwritten,0,2,34,7,7,9,7.666666667,5,6,5,5.5,CreditCard,0
1146,Auditory-Human,1,1,28,6,6,6,6,3,7,7,7,CreditCard,1
1147,Visual-Handwritten,0,1,18,6,5,6,5.666666667,7,4,3,3.5,CreditCard,0
1148,Auditory-Human,1,2,30,8,8,8,8,3,8,8,8,CreditCard,1
1149,Visual-Handwritten,0,1,27,6,6,7,6.333333333,6,6,5,5.5,CreditCard,0
1150,Auditory-Human,1,1,27,7,7,7,7,1,6,6,6,CreditCard,1
1151,Auditory-Computer,1,1,35,8,8,8,8,9,9,9,9,CreditCard,1
1152,Auditory-Computer,1,1,63,1,1,1,1,5,7,7,7,CreditCard,0
1153,Auditory-Human,1,2,22,7,7,6,6.666666667,3,6,6,6,CreditCard,0
1154,Visual-Handwritten,0,2,26,7,7,7,7,7,7,7,7,CreditCard,1
1155,Auditory-Computer,1,1,25,7,7,7,7,7,5,6,5.5,CreditCard,1
1156,Auditory-Computer,1,1,18,4,4,4,4,4,5,1,3,CreditCard,0
1157,Visual-Handwritten,0,2,30,7,8,7,7.333333333,8,8,7,7.5,CreditCard,1
1158,Auditory-Human,1,1,21,6,5,7,6,7,3,4,3.5,CreditCard,0
1159,Auditory-Human,1,1,24,6,5,5,5.333333333,7,7,5,6,CreditCard,1
1160,Visual-Handwritten,0,2,40,6,6,6,6,4,7,6,6.5,CreditCard,0
1161,Auditory-Computer,1,1,40,7,8,8,7.666666667,9,5,7,6,CreditCard,1
1162,Auditory-Computer,1,2,52,7,7,8,7.333333333,2,8,8,8,CreditCard,1
1163,Auditory-Human,1,1,25,7,6,5,6,8,3,3,3,CreditCard,1
1164,Auditory-Human,1,1,34,8,7,5,6.666666667,5,6,5,5.5,CreditCard,1
1165,Visual-Handwritten,0,2,19,5,5,1,3.666666667,5,5,1,3,CreditCard,0
1166,Auditory-Human,1,2,28,6,5,5,5.333333333,2,7,7,7,CreditCard,0
1167,Auditory-Computer,1,2,30,2,2,1,1.666666667,1,9,9,9,CreditCard,0
1168,Auditory-Computer,1,2,78,5,4,4,4.333333333,1,5,3,4,CreditCard,0
1169,Auditory-Human,1,1,51,5,6,6,5.666666667,3,7,3,5,CreditCard,0
1170,Visual-Handwritten,0,2,31,3,3,6,4,7,5,3,4,CreditCard,0
1171,Auditory-Computer,1,2,18,6,9,7,7.333333333,5,3,5,4,CreditCard,1
1172,Visual-Handwritten,0,2,22,6,6,6,6,4,9,9,9,CreditCard,1
1173,Auditory-Human,1,1,20,6,5,3,4.666666667,7,6,1,3.5,CreditCard,0
1174,Visual-Handwritten,0,2,28,8,8,8,8,9,6,6,6,CreditCard,1
1175,Auditory-Computer,1,1,40,9,9,9,9,1,9,9,9,CreditCard,1
1176,Visual-Handwritten,0,2,36,5,5,5,5,5,5,5,5,CreditCard,1
1177,Auditory-Human,1,2,30,9,9,9,9,9,9,8,8.5,CreditCard,1
1178,Auditory-Computer,1,2,34,5,5,5,5,5,1,1,1,Beer,1
1179,Visual-Handwritten,0,2,40,1,1,1,1,5,3,1,2,Beer,1
1180,Auditory-Human,1,1,64,5,5,5,5,9,2,2,2,Beer,1
1181,Auditory-Computer,1,1,39,2,2,2,2,7,2,2,2,Beer,0
1182,Auditory-Human,1,2,39,5,5,5,5,4,1,5,3,Beer,0
1183,Visual-Handwritten,0,1,40,6,6,4,5.333333333,4,5,7,6,Beer,0
1184,Auditory-Computer,1,1,65,9,6,9,8,5,8,7,7.5,Beer,0
1185,Visual-Handwritten,0,1,71,5,5,5,5,4,3,3,3,Beer,1
1186,Auditory-Human,1,2,18,6,5,5,5.333333333,3,6,3,4.5,Beer,1
1187,Auditory-Human,1,1,27,5,5,4,4.666666667,7,5,6,5.5,Beer,0
1188,Visual-Handwritten,0,2,26,5,6,4,5,2,6,5,5.5,Beer,0
1189,Auditory-Computer,1,1,19,4,5,5,4.666666667,5,3,2,2.5,Beer,0
1190,Auditory-Computer,1,1,20,3,3,3,3,1,3,3,3,Beer,1
1191,Auditory-Human,1,1,24,7,7,5,6.333333333,2,1,1,1,Beer,1
1192,Visual-Handwritten,0,2,21,7,5,7,6.333333333,5,5,3,4,Beer,0
1193,Auditory-Human,1,1,54,6,6,6,6,9,5,6,5.5,Beer,1
1194,Visual-Handwritten,0,1,23,5,6,7,6,5,3,5,4,Beer,0
1195,Auditory-Computer,1,1,25,5,6,6,5.666666667,4,5,5,5,Beer,0
1196,Visual-Handwritten,0,2,27,5,5,5,5,9,5,5,5,Beer,1
1197,Auditory-Computer,1,1,20,7,8,9,8,5,6,7,6.5,Beer,0
1198,Auditory-Human,1,2,29,7,7,7,7,4,6,6,6,Beer,0
1199,Auditory-Human,1,2,27,6,5,5,5.333333333,7,7,8,7.5,Beer,1
1200,Auditory-Computer,1,2,18,4,4,5,4.333333333,3,4,1,2.5,Beer,0
1201,Auditory-Human,1,2,29,6,7,7,6.666666667,9,7,7,7,Beer,1
1202,Visual-Handwritten,0,2,31,7,7,8,7.333333333,3,6,6,6,Beer,0
1203,Visual-Handwritten,0,1,25,8,8,7,7.666666667,4,7,7,7,Beer,1
1204,Auditory-Computer,1,2,23,5,5,5,5,1,8,8,8,Beer,1
1205,Auditory-Human,1,2,46,5,6,7,6,6,5,6,5.5,Beer,1
1206,Visual-Handwritten,0,1,22,7,7,8,7.333333333,9,6,6,6,Beer,1
1207,Auditory-Computer,1,1,32,2,5,2,3,1,1,1,1,Beer,1
1208,Auditory-Computer,1,2,54,5,6,5,5.333333333,2,5,5,5,Beer,1
1209,Auditory-Human,1,2,68,7,5,5,5.666666667,8,1,1,1,Beer,1
1210,Auditory-Computer,1,2,22,5,4,4,4.333333333,3,1,2,1.5,Beer,0
1211,Auditory-Human,1,2,25,5,5,5,5,9,6,4,5,Beer,1
1212,Auditory-Computer,1,2,22,3,2,2,2.333333333,4,3,2,2.5,Beer,1
1213,Auditory-Computer,1,2,49,7,7,6,6.666666667,7,7,5,6,Beer,0
1214,Auditory-Human,1,2,29,9,9,8,8.666666667,8,6,7,6.5,Beer,0
1215,Visual-Handwritten,0,2,21,5,5,5,5,5,6,6,6,Beer,0
1216,Auditory-Computer,1,2,21,6,5,4,5,3,5,4,4.5,Beer,0
1217,Visual-Handwritten,0,1,19,3,3,7,4.333333333,6,7,7,7,Beer,0
1218,Auditory-Human,1,1,21,9,9,9,9,7,9,9,9,Beer,1
1219,Auditory-Human,1,2,23,8,7,7,7.333333333,7,7,2,4.5,Beer,1
1220,Visual-Handwritten,0,2,21,3,5,3,3.666666667,5,3,3,3,Beer,0
1221,Visual-Handwritten,0,1,37,6,6,5,5.666666667,5,5,4,4.5,Beer,1
1222,Visual-Handwritten,0,2,19,4,5,4,4.333333333,1,5,3,4,Beer,1
1223,Auditory-Human,1,2,19,7,7,7,7,6,5,5,5,Beer,1
1224,Auditory-Computer,1,2,33,4,5,3,4,1,6,5,5.5,Beer,0
1225,Visual-Handwritten,0,2,28,6,5,4,5,1,7,7,7,Beer,1
1226,Visual-Handwritten,0,2,24,7,6,6,6.333333333,5,6,7,6.5,Beer,0
1227,Auditory-Human,1,2,18,6,6,6,6,5,6,7,6.5,Beer,1
1228,Visual-Handwritten,0,1,18,5,5,6,5.333333333,6,3,2,2.5,Beer,0
1229,Auditory-Computer,1,1,24,5,5,4,4.666666667,3,3,3,3,Beer,0
1230,Auditory-Computer,1,1,30,5,6,6,5.666666667,1,5,7,6,Beer,1
1231,Visual-Handwritten,0,2,22,7,5,7,6.333333333,5,1,1,1,Beer,0
1232,Auditory-Human,1,2,44,7,7,7,7,5,5,7,6,Beer,1
1233,Visual-Handwritten,0,1,31,5,5,5,5,5,7,7,7,Beer,1
1234,Auditory-Computer,1,1,29,7,7,7,7,9,5,5,5,Beer,0
1235,Auditory-Computer,1,2,59,5,7,5,5.666666667,2,2,2,2,Beer,1
1236,Auditory-Human,1,2,18,2,4,4,3.333333333,4,4,2,3,Beer,0
1237,Auditory-Computer,1,2,24,4,5,2,3.666666667,5,6,6,6,Beer,0
1238,Auditory-Human,1,1,23,4,4,4,4,9,4,3,3.5,Beer,1
1239,Auditory-Human,1,1,41,8,9,8,8.333333333,8,9,8,8.5,Beer,1
1240,Auditory-Human,1,2,19,6,6,6,6,5,8,8,8,Beer,0
1241,Auditory-Computer,1,2,21,6,6,6,6,4,6,6,6,Beer,1
1242,Auditory-Computer,1,1,29,6,6,5,5.666666667,1,7,5,6,Beer,1
1243,Visual-Handwritten,0,1,19,4,3,3,3.333333333,4,6,5,5.5,Beer,0
1244,Auditory-Computer,1,2,20,6,5,6,5.666666667,6,5,4,4.5,Beer,0
1245,Visual-Handwritten,0,1,76,7,7,5,6.333333333,6,7,6,6.5,Beer,0
1246,Visual-Handwritten,0,2,31,4,5,5,4.666666667,1,1,1,1,Beer,0
1247,Visual-Handwritten,0,2,33,4,5,6,5,7,6,5,5.5,Beer,0
1248,Auditory-Computer,1,1,19,5,5,7,5.666666667,2,3,2,2.5,Beer,0
1249,Auditory-Computer,1,1,47,8,9,9,8.666666667,9,8,9,8.5,Beer,1
1250,Auditory-Human,1,3,28,6,6,5,5.666666667,7,6,6,6,Beer,1
1251,Auditory-Human,1,1,56,3,5,4,4,5,1,1,1,Beer,0
1252,Auditory-Human,1,2,38,5,5,5,5,2,1,1,1,Beer,1
1253,Auditory-Human,1,1,18,3,3,3,3,9,1,1,1,Beer,0
1254,Visual-Handwritten,0,2,19,6,6,6,6,4,4,4,4,Beer,1
1255,Visual-Handwritten,0,1,39,1,3,4,2.666666667,4,6,6,6,Beer,0
1256,Auditory-Human,1,1,33,7,6,7,6.666666667,5,6,7,6.5,Beer,0
1257,Auditory-Human,1,2,22,8,8,8,8,6,5,2,3.5,Beer,1
1258,Auditory-Computer,1,1,27,5,5,5,5,1,6,6,6,Beer,0
1259,Auditory-Computer,1,2,19,4,6,7,5.666666667,9,6,3,4.5,Beer,0
1260,Visual-Handwritten,0,1,22,3,4,4,3.666666667,5,8,8,8,Beer,0
1261,Auditory-Human,1,1,42,9,9,9,9,9,9,8,8.5,Beer,1
1262,Visual-Handwritten,0,2,41,6,7,7,6.666666667,6,6,7,6.5,Beer,1
1263,Auditory-Computer,1,1,19,5,5,3,4.333333333,2,4,4,4,Beer,0
1264,Auditory-Human,1,3,27,7,7,7,7,6,7,5,6,Beer,1
1265,Auditory-Computer,1,2,22,5,5,4,4.666666667,3,7,3,5,Beer,0
1266,Visual-Handwritten,0,1,20,4,4,5,4.333333333,6,3,5,4,Beer,0
1267,Visual-Handwritten,0,1,44,8,8,9,8.333333333,1,9,8,8.5,Beer,1
1268,Auditory-Human,1,2,20,7,7,6,6.666666667,6,7,6,6.5,Beer,1
1269,Auditory-Computer,1,1,18,7,6,5,6,2,1,1,1,Beer,1
1270,Auditory-Human,1,1,27,1,1,1,1,5,7,9,8,Beer,0
1271,Visual-Handwritten,0,2,20,4,5,6,5,5,7,4,5.5,Beer,0
1272,Auditory-Computer,1,1,18,2,2,9,4.333333333,2,5,6,5.5,Beer,1
1273,Auditory-Computer,1,1,22,3,4,3,3.333333333,3,3,5,4,Beer,0
1274,Visual-Handwritten,0,2,73,5,5,1,3.666666667,1,6,6,6,Beer,0
1275,Auditory-Computer,1,2,22,3,3,2,2.666666667,5,3,2,2.5,Beer,0
1276,Auditory-Human,1,1,45,9,9,9,9,9,9,9,9,Beer,1
1277,Auditory-Human,1,2,43,5,5,5,5,9,1,1,1,Beer,0
1278,Auditory-Computer,1,1,18,7,5,7,6.333333333,5,3,1,2,Beer,0
1279,Auditory-Human,1,1,37,6,7,7,6.666666667,5,7,5,6,Beer,0
1280,Auditory-Human,1,2,29,5,5,5,5,9,2,2,2,Beer,0
1281,Visual-Handwritten,0,1,29,9,9,9,9,5,9,9,9,Beer,1
1282,Auditory-Computer,1,1,27,3,2,2,2.333333333,1,2,2,2,Beer,0
1283,Visual-Handwritten,0,1,19,3,5,4,4,5,3,3,3,Beer,1
1284,Auditory-Computer,1,1,22,4,5,5,4.666666667,1,2,2,2,Beer,0
1285,Auditory-Human,1,1,18,7,6,7,6.666666667,8,7,7,7,Beer,0
1286,Visual-Handwritten,0,2,30,7,6,7,6.666666667,6,5,6,5.5,Beer,0
1287,Visual-Handwritten,0,2,21,5,5,6,5.333333333,5,5,6,5.5,Beer,1
1288,Auditory-Computer,1,1,42,9,8,8,8.333333333,9,8,9,8.5,Beer,1
1289,Auditory-Human,1,1,28,9,9,9,9,9,9,9,9,Beer,1
1290,Visual-Handwritten,0,2,20,7,6,7,6.666666667,8,8,7,7.5,Beer,0
1291,Auditory-Human,1,2,37,6,7,5,6,5,3,1,2,Beer,1
1292,Visual-Handwritten,0,2,21,6,7,4,5.666666667,7,9,9,9,Beer,0
1293,Visual-Handwritten,0,2,51,9,9,9,9,9,9,9,9,Beer,0
1294,Auditory-Computer,1,1,23,7,5,6,6,1,3,3,3,Beer,0
1295,Auditory-Human,1,2,21,5,7,1,4.333333333,1,7,8,7.5,Beer,1
1296,Auditory-Computer,1,2,29,6,6,6,6,6,6,7,6.5,Beer,1
1297,Visual-Handwritten,0,1,22,8,8,8,8,5,6,5,5.5,Beer,1
1298,Auditory-Computer,1,1,25,8,6,4,6,1,3,1,2,Beer,1
1299,Auditory-Computer,1,1,27,3,3,9,5,1,5,2,3.5,Beer,0
1300,Auditory-Computer,1,1,21,5,5,5,5,1,3,2,2.5,Beer,0
1301,Auditory-Human,1,2,21,7,7,7,7,5,6,6,6,Beer,0
1302,Visual-Handwritten,0,1,18,5,5,7,5.666666667,8,5,3,4,Beer,1
1303,Auditory-Computer,1,2,21,4,3,4,3.666666667,4,3,3,3,Beer,0
1304,Visual-Handwritten,0,2,25,4,6,5,5,2,9,9,9,Beer,0
1305,Auditory-Computer,1,2,18,7,7,6,6.666666667,4,1,2,1.5,Beer,1
1306,Visual-Handwritten,0,1,33,5,5,5,5,5,6,4,5,Beer,1
1307,Auditory-Computer,1,1,19,7,4,2,4.333333333,4,1,1,1,Beer,1
1308,Visual-Handwritten,0,1,42,9,9,9,9,9,9,9,9,Beer,1
1309,Auditory-Human,1,2,21,3,3,3,3,8,5,5,5,Beer,0
1310,Auditory-Human,1,2,18,7,6,7,6.666666667,7,7,4,5.5,Beer,1
1311,Auditory-Human,1,1,19,3,5,3,3.666666667,7,4,2,3,Beer,0
1312,Visual-Handwritten,0,1,20,7,7,6,6.666666667,4,5,5,5,Beer,0
1313,Auditory-Human,1,1,46,8,9,8,8.333333333,9,8,9,8.5,Beer,1
1314,Auditory-Computer,1,1,27,5,5,5,5,2,7,7,7,Beer,0
1315,Visual-Handwritten,0,2,27,5,5,5,5,9,5,5,5,Beer,0
1316,Visual-Handwritten,0,1,22,8,5,7,6.666666667,3,5,6,5.5,Beer,0
1317,Auditory-Human,1,2,58,7,7,5,6.333333333,9,4,4,4,Beer,1
1318,Visual-Handwritten,0,2,28,7,6,7,6.666666667,9,7,7,7,Beer,1
1319,Auditory-Human,1,2,30,5,7,6,6,8,3,3,3,Beer,0
1320,Auditory-Computer,1,1,23,3,4,4,3.666666667,7,8,7,7.5,Beer,0
1321,Auditory-Computer,1,1,25,7,2,1,3.333333333,1,2,1,1.5,Beer,0
1322,Auditory-Human,1,2,29,6,6,5,5.666666667,9,6,7,6.5,Beer,0
1323,Auditory-Computer,1,1,35,4,5,4,4.333333333,1,1,1,1,Beer,0
1324,Auditory-Computer,1,2,30,2,2,2,2,2,3,1,2,Beer,1
1325,Visual-Handwritten,0,2,22,3,6,9,6,9,9,9,9,Beer,0
1326,Visual-Handwritten,0,2,66,6,7,7,6.666666667,3,5,5,5,Beer,1
1327,Auditory-Computer,1,1,18,5,3,3,3.666666667,6,4,5,4.5,Beer,0
1328,Auditory-Human,1,1,19,4,3,4,3.666666667,3,1,1,1,Beer,1
1329,Visual-Handwritten,0,1,21,8,7,8,7.666666667,5,7,7,7,Beer,0
1330,Auditory-Human,1,1,22,5,5,5,5,7,5,5,5,Beer,0
1331,Auditory-Computer,1,1,42,8,7,7,7.333333333,7,7,6,6.5,Beer,1
1332,Visual-Handwritten,0,2,47,6,7,5,6,4,3,3,3,Beer,0
1333,Auditory-Human,1,1,35,7,8,7,7.333333333,6,8,7,7.5,Beer,1
